"title","location","price_cuisine","price","cuisine","michelin_stars","distinction"
"Zur Rose","San Michele, Italy","€€€ · Regional Cuisine","€€€","Regional Cuisine",1,"1 Star"
"La Bottega del 30","Castelnuovo Berardenga, Italy","€€€ · Tuscan","€€€","Tuscan",1,"1 Star"
"Tivoli","Cortina d'Ampezzo, Italy","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"La Parolina","Trevinano, Italy","€€€€ · Country cooking","€€€€","Country cooking",1,"1 Star"
"Il Parco di Villa Grey","Forte dei Marmi, Italy","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Caracol","Bacoli, Italy","€€€€ · Mediterranean Cuisine","€€€€","Mediterranean Cuisine",1,"1 Star"
"Leon d'Oro","Pralboino, Italy","€€€€ · Country cooking","€€€€","Country cooking",1,"1 Star"
"Poggio Rosso","Castelnuovo Berardenga, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Piazzetta Milù","Castellammare di Stabia, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Il Refettorio","Conca dei Marini, Italy","€€€€ · Mediterranean Cuisine","€€€€","Mediterranean Cuisine",1,"1 Star"
"Quadri","Venice, Italy","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"La Stüa de Michil","Corvara in Badia, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Bianca sul Lago by Emanuele Petrosino","Oggiono, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Lunasia","Viareggio, Italy","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Zia","Rome, Italy","€€€€ · Innovative","€€€€","Innovative",1,"1 Star"
"Impronte","Bergamo, Italy","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Kuppelrain","Castelbello, Italy","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Al Gambero","Calvisano, Italy","€€€ · Lombardian","€€€","Lombardian",1,"1 Star"
"L'Asinello","Castelnuovo Berardenga, Italy","€€€ · Tuscan","€€€","Tuscan",1,"1 Star"
"I Pupi","Bagheria, Italy","€€€€ · Sicilian","€€€€","Sicilian",1,"1 Star"
"Materia","Cernobbio, Italy","€€€ · Creative","€€€","Creative",1,"1 Star"
"George Restaurant","Naples, Italy","€€€€ · Contemporary","€€€€","Contemporary",1,"1 Star"
"Senso Alfio Ghezzi Mart","Rovereto, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Due Colombe","Borgonato, Italy","€€€ · Country cooking","€€€","Country cooking",1,"1 Star"
"Il Tino","Fiumicino, Italy","€€€ · Creative","€€€","Creative",1,"1 Star"
"AALTO","Milan, Italy","€€€€ · Fusion","€€€€","Fusion",1,"1 Star"
"Gambero Rosso","Marina di Gioiosa Ionica, Italy","€€€ · Seafood","€€€","Seafood",1,"1 Star"
"Qafiz","Santa Cristina d'Aspromonte, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Rossellinis","Ravello, Italy","€€€€ · Mediterranean Cuisine","€€€€","Mediterranean Cuisine",1,"1 Star"
"Locanda del Pilone","Alba, Italy","€€€ · Creative","€€€","Creative",1,"1 Star"
"Pashà","Conversano, Italy","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Sensi","Amalfi, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Osteria del Viandante","Rubiera, Italy","€€€ · Emilian","€€€","Emilian",1,"1 Star"
"Nazionale","Vernante, Italy","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Don Alfonso 1890 San Barbato","Lavello, Italy","€€€ · Creative","€€€","Creative",1,"1 Star"
"San Giorgio","Genoa, Italy","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Dalla Gioconda","Gabicce Monte, Italy","€€€ · Creative","€€€","Creative",1,"1 Star"
"Kitchen","Como, Italy","€€€ · Italian Contemporary","€€€","Italian Contemporary",1,"1 Star"
"La Terrazza","Rome, Italy","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"L’Alchimia","Milan, Italy","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Alpenroyal Gourmet","Selva di Val Gardena, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"I Castagni","Vigevano, Italy","€€€ · Classic Cuisine","€€€","Classic Cuisine",1,"1 Star"
"Zum Löwen","Tisens, Italy","€€€ · Classic Cuisine","€€€","Classic Cuisine",1,"1 Star"
"Vintage 1997","Turin, Italy","€€€ · Italian","€€€","Italian",1,"1 Star"
"Locanda Margon","Ravina, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Spinechile","Schio, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Hyle","San Giovanni in Fiore, Italy","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Dattilo","Strongoli, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"La Speranzina Restaurant & Relais","Sirmione, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Aroma","Rome, Italy","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Imàgo","Rome, Italy","€€€€ · Italian Contemporary","€€€€","Italian Contemporary",1,"1 Star"
"Romano","Viareggio, Italy","€€€€ · Seafood","€€€€","Seafood",1,"1 Star"
"Dolce Stil Novo alla Reggia","Venaria Reale, Italy","€€€ · Piedmontese","€€€","Piedmontese",1,"1 Star"
"RistoranTino & C.","Sauze di Cesana, Italy","€€€€ · International","€€€€","International",1,"1 Star"
"Due Camini","Savelletri, Italy","€€€€ · Mediterranean Cuisine","€€€€","Mediterranean Cuisine",1,"1 Star"
"Re Maurì","Salerno, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Osteria Altran","Ruda, Italy","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Osteria della Brughiera","Villa d'Almè, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Pierino Penati","Vigano, Italy","€€€ · Classic Cuisine","€€€","Classic Cuisine",1,"1 Star"
"San Martino","Scorzè, Italy","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Terrazza Bosquet","Sorrento, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Il Buco","Sorrento, Italy","€€€€ · Mediterranean Cuisine","€€€€","Mediterranean Cuisine",1,"1 Star"
"La Locanda del Borgo","Telese, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"La Ciau del Tornavento","Treiso, Italy","€€€ · Italian Contemporary","€€€","Italian Contemporary",1,"1 Star"
"Suinsom","Selva di Val Gardena, Italy","€€€€ · Italian Contemporary","€€€€","Italian Contemporary",1,"1 Star"
"Castello di Fighine","San Casciano dei Bagni, Italy","€€€ · Contemporary","€€€","Contemporary",1,"1 Star"
"Marco Martini Restaurant","Rome, Italy","€€€ · Creative","€€€","Creative",1,"1 Star"
"Venissa","Mazzorbo, Italy","€€€€ · Country cooking","€€€€","Country cooking",1,"1 Star"
"Spazio7","Turin, Italy","€€€€ · Mediterranean Cuisine","€€€€","Mediterranean Cuisine",1,"1 Star"
"Umberto De Martino","San Paolo d'Argon, Italy","€€€€ · Mediterranean Cuisine","€€€€","Mediterranean Cuisine",1,"1 Star"
"Laite","Sappada, Italy","€€€ · Regional Cuisine","€€€","Regional Cuisine",1,"1 Star"
"Del Cambio","Turin, Italy","€€€€ · Contemporary","€€€€","Contemporary",1,"1 Star"
"Al Sorriso","Soriso, Italy","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"La Credenza","San Maurizio Canavese, Italy","€€€ · Creative","€€€","Creative",1,"1 Star"
"Oasis - Sapori Antichi","Vallesaccarda, Italy","€€€ · Campanian","€€€","Campanian",1,"1 Star"
"Balzi Rossi","Ventimiglia, Italy","€€€€ · Country cooking","€€€€","Country cooking",1,"1 Star"
"Carignano","Turin, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Magorabin","Turin, Italy","€€€ · Creative","€€€","Creative",1,"1 Star"
"Condividere","Turin, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Moma","Rome, Italy","€€€ · Creative","€€€","Creative",1,"1 Star"
"Campo del Drago","Montalcino, Italy","€€€€ · Contemporary","€€€€","Contemporary",1,"1 Star"
"La Primula","San Quirino, Italy","€€€ · Italian Contemporary","€€€","Italian Contemporary",1,"1 Star"
"Al Metrò","San Salvo Marina, Italy","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Arnaldo - Clinica Gastronomica","Rubiera, Italy","€€€ · Emilian","€€€","Emilian",1,"1 Star"
"La Torre","Tavarnelle Val di Pesa, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Primo Restaurant","Lecce, Italy","€€€€ · Mediterranean Cuisine","€€€€","Mediterranean Cuisine",1,"1 Star"
"Ca' Vittoria","Tigliole, Italy","€€€ · Piedmontese","€€€","Piedmontese",1,"1 Star"
"Cannavacciuolo Bistrot","Turin, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Oro Restaurant","Venice, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"La Capinera","Taormina, Italy","€€€ · Creative","€€€","Creative",1,"1 Star"
"Guido","Rimini, Italy","€€€ · Seafood","€€€","Seafood",1,"1 Star"
"Abocar Due Cucine","Rimini, Italy","€€€ · Creative","€€€","Creative",1,"1 Star"
"Sadler","Milan, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Accursio","Modica, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Gellius","Oderzo, Italy","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Indaco","Lacco Ameno, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"D.One Restaurant","Montepagano, Italy","€€€ · Country cooking","€€€","Country cooking",1,"1 Star"
"Amistà","Corrubbio, Italy","€€€ · Italian Contemporary","€€€","Italian Contemporary",1,"1 Star"
"Schöneck","Molini, Italy","€€€ · Regional Cuisine","€€€","Regional Cuisine",1,"1 Star"
"Antica Osteria Nonna Rosa","Vico Equense, Italy","€€€€ · Campanian","€€€€","Campanian",1,"1 Star"
"Paolo e Barbara","San Remo, Italy","€€€ · Country cooking","€€€","Country cooking",1,"1 Star"
"Guidoristorante","Serralunga d'Alba, Italy","€€€€ · Piedmontese","€€€€","Piedmontese",1,"1 Star"
"Casa Iozzìa","Vitorchiano, Italy","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Prezioso","Merano, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Zappatori","Pinerolo, Italy","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Osteria del Povero Diavolo","Torriana, Italy","€€€ · Country cooking","€€€","Country cooking",1,"1 Star"
"21.9","Piobesi d'Alba, Italy","€€€ · Creative","€€€","Creative",1,"1 Star"
"Sissi","Merano, Italy","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"La Tana Gourmet","Asiago, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Impronta d'Acqua","Cavi di Lavagna, Italy","€€€ · Creative","€€€","Creative",1,"1 Star"
"Maeba Restaurant","Ariano Irpino, Italy","€€€ · Italian Contemporary","€€€","Italian Contemporary",1,"1 Star"
"Contraste","Milan, Italy","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Bros'","Lecce, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Il Faro di Capo d'Orso - Andrea Aprea","Maiori, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Vitantonio Lombardo","Matera, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Il Cantinone e Sport Hotel Alpina","Madesimo, Italy","€€€ · Country cooking","€€€","Country cooking",1,"1 Star"
"Locanda Tamerici","Ameglia, Italy","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Ma.Ri.Na.","Olgiate Olona, Italy","€€€€ · Seafood","€€€€","Seafood",1,"1 Star"
"Glass Hostaria","Rome, Italy","€€€ · Creative","€€€","Creative",1,"1 Star"
"Malga Panna","Moena, Italy","€€€ · Regional Cuisine","€€€","Regional Cuisine",1,"1 Star"
"Zass","Positano, Italy","€€€€ · Mediterranean Cuisine","€€€€","Mediterranean Cuisine",1,"1 Star"
"Vespasia","Norcia, Italy","€€€€ · Umbrian","€€€€","Umbrian",1,"1 Star"
"Johannesstube","Nova Levante, Italy","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Casamatta","Manduria, Italy","€€€€ · Country cooking","€€€€","Country cooking",1,"1 Star"
"Dolada","Pieve d'Alpago, Italy","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Tantris","Novara, Italy","€€€ · Creative","€€€","Creative",1,"1 Star"
"La Tavola","Laveno, Italy","€€€€ · Italian Contemporary","€€€€","Italian Contemporary",1,"1 Star"
"Il Ristorante di Guido da Costigliole","Santo Stefano Belbo, Italy","€€€€ · Piedmontese","€€€€","Piedmontese",1,"1 Star"
"All'Oro","Rome, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Josè Restaurant - Tenuta Villa Guerra","Torre del Greco, Italy","€€€ · Campanian","€€€","Campanian",1,"1 Star"
"Lanterna Verde","Villa di Chiavenna, Italy","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Il Pellicano","Porto Ercole, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Il Gallo Cedrone","Madonna di Campiglio, Italy","€€€ · Creative","€€€","Creative",1,"1 Star"
"La Tortuga","Gargnano, Italy","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"Butterfly","Marlia, Italy","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"La Favellina","Malo, Italy","€€€€ · Italian Contemporary","€€€€","Italian Contemporary",1,"1 Star"
"Relais Blu","Massa Lubrense, Italy","€€€ · Mediterranean Cuisine","€€€","Mediterranean Cuisine",1,"1 Star"
"Vecchia Malcesine","Malcesine, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Gagini Restaurant","Palermo, Italy","€€€ · Creative","€€€","Creative",1,"1 Star"
"L'Erba del Re","Modena, Italy","€€€ · Creative","€€€","Creative",1,"1 Star"
"Stube Hermitage","Madonna di Campiglio, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Sarri","Imperia, Italy","€€€ · Seafood","€€€","Seafood",1,"1 Star"
"Il Flauto di Pan","Ravello, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Signum","Salina, Italy","€€€€ · Contemporary","€€€€","Contemporary",1,"1 Star"
"Le Trabe","Paestum, Italy","€€€ · Campanian","€€€","Campanian",1,"1 Star"
"Nostrano","Pesaro, Italy","€€€ · Creative","€€€","Creative",1,"1 Star"
"Lido 84","Fasano del Garda, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Villa Maiella","Guardiagrele, Italy","€€€ · Cuisine from Abruzzo","€€€","Cuisine from Abruzzo",1,"1 Star"
"Il Convivio Troiani","Rome, Italy","€€€€ · Contemporary","€€€€","Contemporary",1,"1 Star"
"Berton","Milan, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Joia","Milan, Italy","€€€€ · Vegetarian","€€€€","Vegetarian",1,"1 Star"
"La Serra","Positano, Italy","€€€€ · Mediterranean Cuisine","€€€€","Mediterranean Cuisine",1,"1 Star"
"Cannavacciuolo Cafè & Bistrot","Novara, Italy","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Acquerello","Fagnano Olona, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Borgo San Jacopo","Florence, Italy","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"Locanda Don Serafino","Ragusa, Italy","€€€€ · Contemporary","€€€€","Contemporary",1,"1 Star"
"Il Cappero","Isola Vulcano, Italy","€€€€ · Mediterranean Cuisine","€€€€","Mediterranean Cuisine",1,"1 Star"
"Porta di Basso","Peschici, Italy","€€€ · Seafood","€€€","Seafood",1,"1 Star"
"Viva Viviana Varese","Milan, Italy","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Osteria Arbustico","Paestum, Italy","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Giglio","Lucca, Italy","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Atman a Villa Rospigliosi","Lamporecchio, Italy","€€€ · Creative","€€€","Creative",1,"1 Star"
"Franco Mare","Marina di Pietrasanta, Italy","€€€€ · Seafood","€€€€","Seafood",1,"1 Star"
"Andreina","Loreto, Italy","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"LeMontBlanc","Crans-Montana, Switzerland","€€€ · Modern French","€€€","Modern French",1,"1 Star"
"Eatanic Garden","Seoul, South Korea","₩₩₩₩ · Innovative","₩₩₩₩","Innovative",1,"1 Star"
"Ilpan","Seoul, South Korea","₩₩₩₩ · Teppanyaki","₩₩₩₩","Teppanyaki",1,"1 Star"
"KANG MINCHUL Restaurant","Seoul, South Korea","₩₩₩₩ · French","₩₩₩₩","French",1,"1 Star"
"Kojacha","Seoul, South Korea","₩₩₩₩ · Asian","₩₩₩₩","Asian",1,"1 Star"
"Soul","Seoul, South Korea","₩₩₩ · Contemporary","₩₩₩","Contemporary",1,"1 Star"
"L'Amant Secret","Seoul, South Korea","₩₩₩₩ · Contemporary","₩₩₩₩","Contemporary",1,"1 Star"
"Exquisine","Seoul, South Korea","₩₩₩ · Contemporary","₩₩₩","Contemporary",1,"1 Star"
"Sushi Matsumoto","Seoul, South Korea","₩₩₩₩ · Sushi","₩₩₩₩","Sushi",1,"1 Star"
"Myomi","Seoul, South Korea","₩₩₩₩ · Contemporary","₩₩₩₩","Contemporary",1,"1 Star"
"Solbam","Seoul, South Korea","₩₩₩₩ · Contemporary","₩₩₩₩","Contemporary",1,"1 Star"
"Onjium","Seoul, South Korea","₩₩₩₩ · Korean","₩₩₩₩","Korean",1,"1 Star"
"Bicena","Seoul, South Korea","₩₩₩₩ · Korean","₩₩₩₩","Korean",1,"1 Star"
"L'Amitié","Seoul, South Korea","₩₩₩ · French","₩₩₩","French",1,"1 Star"
"7th Door","Seoul, South Korea","₩₩₩₩ · Contemporary","₩₩₩₩","Contemporary",1,"1 Star"
"YUN","Seoul, South Korea","₩₩₩ · Korean","₩₩₩","Korean",1,"1 Star"
"HANE","Seoul, South Korea","₩₩₩₩ · Sushi","₩₩₩₩","Sushi",1,"1 Star"
"Soseoul Hannam","Seoul, South Korea","₩₩₩ · Korean","₩₩₩","Korean",1,"1 Star"
"Goryori Ken","Seoul, South Korea","₩₩₩₩ · Contemporary","₩₩₩₩","Contemporary",1,"1 Star"
"Restaurant Allen","Seoul, South Korea","₩₩₩₩ · Contemporary","₩₩₩₩","Contemporary",1,"1 Star"
"Mitou","Seoul, South Korea","₩₩₩₩ · Japanese","₩₩₩₩","Japanese",1,"1 Star"
"Muoki","Seoul, South Korea","₩₩₩ · Contemporary","₩₩₩","Contemporary",1,"1 Star"
"Pierre Gagnaire","Seoul, South Korea","₩₩₩₩ · French","₩₩₩₩","French",1,"1 Star"
"Muni","Seoul, South Korea","₩₩₩₩ · Japanese","₩₩₩₩","Japanese",1,"1 Star"
"Zero Complex","Seoul, South Korea","₩₩₩₩ · Innovative","₩₩₩₩","Innovative",1,"1 Star"
"Evett","Seoul, South Korea","₩₩₩₩ · Innovative","₩₩₩₩","Innovative",1,"1 Star"
"Sushi Sanshin","Osaka, Japan","¥¥¥ · Sushi","¥¥¥","Sushi",1,"1 Star"
"Yakitori Torisen","Osaka, Japan","¥¥¥ · Yakitori","¥¥¥","Yakitori",1,"1 Star"
"DODICI","Kyoto, Japan","¥¥¥ · Italian","¥¥¥","Italian",1,"1 Star"
"Higashiyama Yoshihisa","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Ajikitcho Horieten","Osaka, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Kodaiji Jugyuan","Kyoto, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",1,"1 Star"
"Fushimimachi Kakoiyama","Osaka, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Sanso Kyoyamato","Kyoto, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",1,"1 Star"
"Kenya","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Sushi Ohata","Osaka, Japan","¥¥¥ · Sushi","¥¥¥","Sushi",1,"1 Star"
"Utsubohommachi Gaku","Osaka, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Sui Oya","Osaka, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"PRESQU’ÎLE","Osaka, Japan","¥¥¥ · French","¥¥¥","French",1,"1 Star"
"Konoha","Osaka, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"a canto","Osaka, Japan","¥¥¥ · Italian","¥¥¥","Italian",1,"1 Star"
"Droit","Kyoto, Japan","¥¥¥ · French","¥¥¥","French",1,"1 Star"
"Shuhaku","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Sushi Kappo Nakaichi","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Mirei","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Sushi Minazuki","Osaka, Japan","¥¥¥ · Sushi","¥¥¥","Sushi",1,"1 Star"
"Vena","Kyoto, Japan","¥¥¥ · Italian","¥¥¥","Italian",1,"1 Star"
"Iwaki","Osaka, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Man-u","Osaka, Japan","¥¥¥ · Oden","¥¥¥","Oden",1,"1 Star"
"Aji Fukushima","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Kyoboshi","Kyoto, Japan","¥¥¥ · Tempura","¥¥¥","Tempura",1,"1 Star"
"Kamigatachuka SHINTANI","Osaka, Japan","¥¥¥ · Chinese","¥¥¥","Chinese",1,"1 Star"
"Oryori Yamada","Osaka, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Ayamuya","Osaka, Japan","¥¥ · Yakitori","¥¥","Yakitori",1,"1 Star"
"Tozentei","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Sushi Matsumoto","Kyoto, Japan","¥¥¥ · Sushi","¥¥¥","Sushi",1,"1 Star"
"Oryori Mashita","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"P greco","Osaka, Japan","¥¥¥ · Italian","¥¥¥","Italian",1,"1 Star"
"MOTOÏ","Kyoto, Japan","¥¥¥ · French","¥¥¥","French",1,"1 Star"
"NAKATSUKA","Kyoto, Japan","¥¥¥ · French","¥¥¥","French",1,"1 Star"
"Nishitemma Nakamura","Osaka, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"LIAISON","Osaka, Japan","¥¥¥ · French","¥¥¥","French",1,"1 Star"
"Nishino","Osaka, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"La Lucciola","Osaka, Japan","¥¥¥ · Italian","¥¥¥","Italian",1,"1 Star"
"Yakitori Ichimatsu","Osaka, Japan","¥¥ · Yakitori","¥¥","Yakitori",1,"1 Star"
"Ñ","Osaka, Japan","¥¥¥ · Spanish","¥¥¥","Spanish",1,"1 Star"
"Point","Osaka, Japan","¥¥¥ · French","¥¥¥","French",1,"1 Star"
"Ono","Osaka, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",1,"1 Star"
"Temmabashi Fujikawa","Osaka, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Kitashinchi Fukutatei","Osaka, Japan","¥¥¥ · Steakhouse","¥¥¥","Steakhouse",1,"1 Star"
"Reine des prés","Kyoto, Japan","¥¥¥ · French","¥¥¥","French",1,"1 Star"
"Yuyu","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Nijojo Furuta","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Kappo Hassun","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Kokyu","Kyoto, Japan","¥¥¥¥ · Japanese","¥¥¥¥","Japanese",1,"1 Star"
"Nakazen","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Sushi Yuden","Osaka, Japan","¥¥¥ · Sushi","¥¥¥","Sushi",1,"1 Star"
"Sushi Murakami Jiro","Osaka, Japan","¥¥¥¥ · Sushi","¥¥¥¥","Sushi",1,"1 Star"
"Yoshiko","Osaka, Japan","¥¥¥¥ · Fugu / Pufferfish","¥¥¥¥","Fugu",1,"1 Star"
"Teruya","Osaka, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Sumibi Kappo Ishii","Osaka, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"IDÉAL bistro","Osaka, Japan","¥¥¥ · French","¥¥¥","French",1,"1 Star"
"Kyo Seika","Kyoto, Japan","¥¥¥ · Chinese","¥¥¥","Chinese",1,"1 Star"
"Godan Miyazawa","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"La Baie","Osaka, Japan","¥¥¥ · French","¥¥¥","French",1,"1 Star"
"TEMPURA HANAGATAMI","Osaka, Japan","¥¥¥ · Tempura","¥¥¥","Tempura",1,"1 Star"
"Gion Nishimura","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Oimatsu Hisano","Osaka, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Sushi Hayashi","Kyoto, Japan","¥¥¥¥ · Sushi","¥¥¥¥","Sushi",1,"1 Star"
"Nishijin Fujiyoshi","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Gion Kajisho","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Unkaku","Osaka, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"nent","Osaka, Japan","¥¥¥ · French","¥¥¥","French",1,"1 Star"
"Naniwakappo NOBORU","Osaka, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Honke Tankuma Honten","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Hiramatsu Kodaiji","Kyoto, Japan","¥¥¥ · French","¥¥¥","French",1,"1 Star"
"Kamanza Nagashima","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Chi-Fu","Osaka, Japan","¥¥¥ · Chinese","¥¥¥","Chinese",1,"1 Star"
"Iroha","Osaka, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Mokubei","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"HANA-Kitcho","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
"Gion Mamma","Kyoto, Japan","¥¥¥ · Japanese","¥¥¥","Japanese",1,"1 Star"
