"title","location","price_cuisine","price","cuisine","michelin_stars","distinction"
"Neolokal","Istanbul, Türkiye","₺₺₺₺ · Turkish","₺₺₺₺","Turkish",1,"1 Star"
"Teruar Urla","Izmir, Türkiye","₺₺₺ · Mediterranean Cuisine","₺₺₺","Mediterranean Cuisine",1,"1 Star"
"Arkestra","Istanbul, Türkiye","₺₺₺ · Fusion","₺₺₺","Fusion",1,"1 Star"
"Araka","Istanbul, Türkiye","₺₺₺ · Creative","₺₺₺","Creative",1,"1 Star"
"Kitchen","Bodrum, Türkiye","₺₺₺ · Modern Cuisine","₺₺₺","Modern Cuisine",1,"1 Star"
"Vino Locale","Izmir, Türkiye","₺₺₺ · Country cooking","₺₺₺","Country cooking",1,"1 Star"
"OD Urla","Izmir, Türkiye","₺₺ · Creative French","₺₺","Creative French",1,"1 Star"
"Nicole","Istanbul, Türkiye","₺₺₺₺ · Modern Cuisine","₺₺₺₺","Modern Cuisine",1,"1 Star"
"Mikla","Istanbul, Türkiye","₺₺₺₺ · Mediterranean Cuisine","₺₺₺₺","Mediterranean Cuisine",1,"1 Star"
"Maçakızı","Bodrum, Türkiye","₺₺₺ · Modern Cuisine","₺₺₺","Modern Cuisine",1,"1 Star"
"Sankai by Nagaya","Istanbul, Türkiye","₺₺₺₺ · Japanese Contemporary","₺₺₺₺","Japanese Contemporary",1,"1 Star"
"Rania","Washington, USA","$$$$ · Indian","$$$$","Indian",1,"1 Star"
"Little Pearl","Washington, USA","$$$ · Contemporary","$$$","Contemporary",1,"1 Star"
"Fiola","Washington, USA","$$$$ · Italian","$$$$","Italian",1,"1 Star"
"The Dabney","Washington, USA","$$$$ · American","$$$$","American",1,"1 Star"
"Métier","Washington, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Kinship","Washington, USA","$$$ · Contemporary","$$$","Contemporary",1,"1 Star"
"Gravitas","Washington, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Xiquet","Washington, USA","$$$$ · Spanish","$$$$","Spanish",1,"1 Star"
"Rooster & Owl","Washington, USA","$$$ · Contemporary","$$$","Contemporary",1,"1 Star"
"Masseria","Washington, USA","$$$$ · Italian","$$$$","Italian",1,"1 Star"
"Elcielo D.C.","Washington, USA","$$$$ · Colombian","$$$$","Colombian",1,"1 Star"
"Maydān","Washington, USA","$$$ · Middle Eastern","$$$","Middle Eastern",1,"1 Star"
"Reverie","Washington, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Causa","Washington, USA","$$$$ · Peruvian","$$$$","Peruvian",1,"1 Star"
"Bresca","Washington, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Oyster Oyster","Washington, USA","$$$ · Vegetarian","$$$","Vegetarian",1,"1 Star"
"Tail Up Goat","Washington, USA","$$ · Contemporary","$$","Contemporary",1,"1 Star"
"Sushi Nakazawa","Washington, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Imperfecto: The Chef's Table","Washington, USA","$$$$ · Latin American","$$$$","Latin American",1,"1 Star"
"Albi","Washington, USA","$$$$ · Middle Eastern","$$$$","Middle Eastern",1,"1 Star"
"Rose’s Luxury","Washington, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Shmoné","New York, USA","$$$$ · Israeli","$$$$","Israeli",1,"1 Star"
"Tsukimi","New York, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Sushi Ichimura","New York, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Joomak Banjum","New York, USA","$$$$ · Asian","$$$$","Asian",1,"1 Star"
"Oiji Mi","New York, USA","$$$$ · Korean","$$$$","Korean",1,"1 Star"
"Jua","New York, USA","$$$$ · Korean","$$$$","Korean",1,"1 Star"
"bōm","New York, USA","$$$$ · Korean","$$$$","Korean",1,"1 Star"
"Noz 17","New York, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Torrisi","New York, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Red Paper Clip","New York, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"63 Clinton","New York, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Le Jardinier New York","New York, USA","$$$$ · French","$$$$","French",1,"1 Star"
"Rezdôra","New York, USA","$$$$ · Italian","$$$$","Italian",1,"1 Star"
"Semma","New York, USA","$$$ · Indian","$$$","Indian",1,"1 Star"
"Frevo","New York, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Meju","New York, USA","$$$$ · Korean","$$$$","Korean",1,"1 Star"
"Torien","New York, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Jōji","New York, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Mari","New York, USA","$$$$ · Korean","$$$$","Korean",1,"1 Star"
"Icca","New York, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Yoshino","New York, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Crown Shy","New York, USA","$$$ · Contemporary","$$$","Contemporary",1,"1 Star"
"Sushi Amane","New York, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"The Musket Room","New York, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Gramercy Tavern","New York, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Sushi Yasuda","New York, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Vestry","New York, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Dirt Candy","New York, USA","$$$$ · Vegetarian","$$$$","Vegetarian",1,"1 Star"
"Tuome","New York, USA","$$$ · Fusion","$$$","Fusion",1,"1 Star"
"The Four Horsemen","New York, USA","$$$$ · American","$$$$","American",1,"1 Star"
"Oxalis","New York, USA","$$$ · Contemporary","$$$","Contemporary",1,"1 Star"
"Casa Mono","New York, USA","$$$ · Spanish","$$$","Spanish",1,"1 Star"
"Kosaka","New York, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"One White Street","New York, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Hirohisa","New York, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Family Meal at Blue Hill","New York, USA","$$$$ · American","$$$$","American",1,"1 Star"
"Le Pavillon","New York, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Kochi","New York, USA","$$$$ · Korean","$$$$","Korean",1,"1 Star"
"Essential by Christophe","New York, USA","$$$$ · French Contemporary","$$$$","French Contemporary",1,"1 Star"
"Caviar Russe","New York, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Clover Hill","New York, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Noda","New York, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Sushi Nakazawa","New York, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Tempura Matsui","New York, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Jeju Noodle Bar","New York, USA","$$$ · Korean","$$$","Korean",1,"1 Star"
"Le Coucou","New York, USA","$$$$ · French","$$$$","French",1,"1 Star"
"Estela","New York, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Francie","New York, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Cote","New York, USA","$$$$ · Korean","$$$$","Korean",1,"1 Star"
"Shion 69 Leonard Street","New York, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"L’Abeille","New York, USA","$$$$ · French","$$$$","French",1,"1 Star"
"Oxomoco","New York, USA","$$$$ · Mexican","$$$$","Mexican",1,"1 Star"
"Restaurant Yuu","New York, USA","$$$$ · French Contemporary","$$$$","French Contemporary",1,"1 Star"
"Indienne","Chicago, USA","$$$$ · Indian","$$$$","Indian",1,"1 Star"
"Porto","Chicago, USA","$$$$ · Portuguese","$$$$","Portuguese",1,"1 Star"
"Topolobampo","Chicago, USA","$$$$ · Mexican","$$$$","Mexican",1,"1 Star"
"Esmé","Chicago, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Next","Chicago, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Mako","Chicago, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Galit","Chicago, USA","$$$ · Middle Eastern","$$$","Middle Eastern",1,"1 Star"
"Temporis","Chicago, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Atelier","Chicago, USA","$$$$ · American","$$$$","American",1,"1 Star"
"Schwa","Chicago, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Omakase Yume","Chicago, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"EL Ideas","Chicago, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Elske","Chicago, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Sepia","Chicago, USA","$$$ · American","$$$","American",1,"1 Star"
"Kasama","Chicago, USA","$$$$ · Filipino","$$$$","Filipino",1,"1 Star"
"Boka","Chicago, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Hayakawa","Atlanta, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Bacchanalia","Atlanta, USA","$$$$ · American","$$$$","American",1,"1 Star"
"Mujō","Atlanta, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Lazy Betty","Atlanta, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Atlas","Atlanta, USA","$$$$ · American","$$$$","American",1,"1 Star"
"Hytra","Athens, Greece","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Hervé","Athens, Greece","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Patio","Athens, Greece","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"CTC Urban Gastronomy","Athens, Greece","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Spondi","Athens, Greece","€€€€ · French","€€€€","French",1,"1 Star"
"Tudor Hall","Athens, Greece","€€€€ · Contemporary","€€€€","Contemporary",1,"1 Star"
"Botrini's","Athens, Greece","€€€€ · Mediterranean Cuisine","€€€€","Mediterranean Cuisine",1,"1 Star"
"Pelagos","Athens, Greece","€€€€ · Contemporary","€€€€","Contemporary",1,"1 Star"
"Varoulko Seaside","Athens, Greece","€€€ · Seafood","€€€","Seafood",1,"1 Star"
"The Zillers","Athens, Greece","€€€ · Contemporary","€€€","Contemporary",1,"1 Star"
"Soil","Athens, Greece","€€€€ · Greek","€€€€","Greek",1,"1 Star"
"The Beijing Kitchen (Jianguo Road)","Beijing, China","¥¥ · Cantonese","¥¥","Cantonese",1,"1 Star"
"Sheng Yong Xing (Chaoyang)","Beijing, China","¥¥¥ · Beijing Cuisine","¥¥¥","Beijing Cuisine",1,"1 Star"
"Xin Rong Ji (Jinrong Street)","Beijing, China","¥¥¥ · Taizhou","¥¥¥","Taizhou",1,"1 Star"
"Jing Yaa Tang","Beijing, China","¥¥¥ · Beijing Cuisine","¥¥¥","Beijing Cuisine",1,"1 Star"
"Jing","Beijing, China","¥¥¥ · French Contemporary","¥¥¥","French Contemporary",1,"1 Star"
"The Tasty House","Beijing, China","¥¥¥ · Jiangzhe","¥¥¥","Jiangzhe",1,"1 Star"
"Mansion Cuisine by Jingyan","Beijing, China","¥¥¥¥ · Beijing Cuisine","¥¥¥¥","Beijing Cuisine",1,"1 Star"
"Furong","Beijing, China","¥¥¥ · Hunanese","¥¥¥","Hunanese",1,"1 Star"
"Zijin Mansion","Beijing, China","¥¥¥ · Cantonese","¥¥¥","Cantonese",1,"1 Star"
"MO Jasmine","Beijing, China","¥¥¥ · Beijing Cuisine","¥¥¥","Beijing Cuisine",1,"1 Star"
"Fu Chun Ju","Beijing, China","¥¥¥ · Cantonese","¥¥¥","Cantonese",1,"1 Star"
"Lamdre","Beijing, China","¥¥¥¥ · Vegetarian","¥¥¥¥","Vegetarian",1,"1 Star"
"Giada Garden","Beijing, China","¥¥¥¥ · Italian","¥¥¥¥","Italian",1,"1 Star"
"Gastro Esthetics DaDong","Beijing, China","¥¥¥ · Chinese Contemporary","¥¥¥","Chinese Contemporary",1,"1 Star"
"Lu Style (Anding Road)","Beijing, China","¥¥¥ · Shandong","¥¥¥","Shandong",1,"1 Star"
"Lei Garden (Jinbao Tower)","Beijing, China","¥¥¥ · Cantonese","¥¥¥","Cantonese",1,"1 Star"
"Ling Long","Beijing, China","¥¥¥ · Innovative","¥¥¥","Innovative",1,"1 Star"
"Forum","Beijing, China","¥¥¥¥ · Cantonese","¥¥¥¥","Cantonese",1,"1 Star"
"Il Ristorante - Niko Romito","Beijing, China","¥¥¥¥ · Italian","¥¥¥¥","Italian",1,"1 Star"
"Poetry‧Wine (Dongsanhuan Middle Road)","Beijing, China","¥¥ · Beijing Cuisine","¥¥","Beijing Cuisine",1,"1 Star"
"In Love (Gongti East Road)","Beijing, China","¥¥¥ · Hunanese","¥¥¥","Hunanese",1,"1 Star"
"Opera Bombana","Beijing, China","¥¥¥¥ · Italian","¥¥¥¥","Italian",1,"1 Star"
"Xin Rong Ji (Jianguomenwai Street)","Beijing, China","¥¥¥ · Taizhou","¥¥¥","Taizhou",1,"1 Star"
"Lu Shang Lu","Beijing, China","¥¥¥¥ · Shandong","¥¥¥¥","Shandong",1,"1 Star"
"Trb Hutong","Beijing, China","¥¥¥¥ · French Contemporary","¥¥¥¥","French Contemporary",1,"1 Star"
"Huaiyang Fu (Dongcheng)","Beijing, China","¥¥ · Huaiyang","¥¥","Huaiyang",1,"1 Star"
"Cai Yi Xuan","Beijing, China","¥¥¥ · Cantonese","¥¥¥","Cantonese",1,"1 Star"
"Zhiguan Courtyard","Beijing, China","¥¥¥ · Dongbei","¥¥¥","Dongbei",1,"1 Star"
"iDen & QuanJuDe Beijing Duck House","Vancouver, Canada","$$$$ · Chinese","$$$$","Chinese",1,"1 Star"
"Masayoshi","Vancouver, Canada","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Barbara","Vancouver, Canada","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Okeya Kyujiro","Vancouver, Canada","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Burdock & Co","Vancouver, Canada","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Kissa Tanto","Vancouver, Canada","$$$$ · Fusion","$$$$","Fusion",1,"1 Star"
"Published on Main","Vancouver, Canada","$$$ · Contemporary","$$$","Contemporary",1,"1 Star"
"AnnaLena","Vancouver, Canada","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"St. Lawrence","Vancouver, Canada","$$$$ · French","$$$$","French",1,"1 Star"
"Hôtel de Ville","Ollon, Switzerland","€€€€ · French Contemporary","€€€€","French Contemporary",1,"1 Star"
"Verve by Sven","Bad Ragaz, Switzerland","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"La Dispensa","Neuchâtel, Switzerland","€€€ · Italian","€€€","Italian",1,"1 Star"
"elmira","Zurich, Switzerland","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Denis Martin","Vevey, Switzerland","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Le Chat-Botté","Geneva, Switzerland","€€€€ · Modern French","€€€€","Modern French",1,"1 Star"
"La Riva","Lenzerheide, Switzerland","€€€ · Modern French","€€€","Modern French",1,"1 Star"
"Aux Trois Amis","Ligerz, Switzerland","€€€ · Country cooking","€€€","Country cooking",1,"1 Star"
"Le Berceau des Sens","Lausanne, Switzerland","€€€ · Modern French","€€€","Modern French",1,"1 Star"
"Table de Mary","Cheseaux-Noréaz, Switzerland","€€€ · Classic French","€€€","Classic French",1,"1 Star"
"LA CHAVALLERA in der Krone - Säumerei am Inn","La Punt-Chamues-ch, Switzerland","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"EquiTable","Zurich, Switzerland","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Alpine Gourmet Prato Borni","Zermatt, Switzerland","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Capri","Zermatt, Switzerland","€€€€ · Italian","€€€€","Italian",1,"1 Star"
"Cà d'Oro","Saint Moritz, Switzerland","€€€€ · Classic French","€€€€","Classic French",1,"1 Star"
"Jägerhof","Sankt Gallen, Switzerland","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Traube","Trimbach, Switzerland","€€€€ · Classic French","€€€€","Classic French",1,"1 Star"
"THE VIEW","Lugano, Switzerland","€€€€ · Italian Contemporary","€€€€","Italian Contemporary",1,"1 Star"
"Tosca","Geneva, Switzerland","€€ · Tuscan","€€","Tuscan",1,"1 Star"
"Seerestaurant Belvédère","Hergiswil, Switzerland","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Tsé Fung","Geneva, Switzerland","€€€ · Chinese","€€€","Chinese",1,"1 Star"
"the K by mauro colagreco","Saint Moritz, Switzerland","€€€€ · French","€€€€","French",1,"1 Star"
"Löwen - Apriori","Bubikon, Switzerland","€€€€ · Mediterranean Cuisine","€€€€","Mediterranean Cuisine",1,"1 Star"
"Vivanda","Brail, Switzerland","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Wirtschaft im FRANZ","Zurich, Switzerland","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Lucide","Lucerne, Switzerland","€€€€ · Contemporary","€€€€","Contemporary",1,"1 Star"
"META","Lugano, Switzerland","€€€€ · Mediterranean Cuisine","€€€€","Mediterranean Cuisine",1,"1 Star"
"La Micheline","Geneva, Switzerland","€€€ · Mediterranean Cuisine","€€€","Mediterranean Cuisine",1,"1 Star"
"Gasthaus zum Kreuz - Bijou","Dallenwil, Switzerland","€€€€ · Asian and Western","€€€€","Asian and Western",1,"1 Star"
"Wöschi","Zurich, Switzerland","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Du Bourg","Biel, Switzerland","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"La Rôtisserie","Zurich, Switzerland","€€€ · Contemporary","€€€","Contemporary",1,"1 Star"
"Eden Kitchen & Bar","Zurich, Switzerland","€€€€ · Italian","€€€€","Italian",1,"1 Star"
"L'Aparté","Geneva, Switzerland","€€€ · Modern French","€€€","Modern French",1,"1 Star"
"Gasthaus zum Kreuz - Stübli","Dallenwil, Switzerland","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"Bayview by Michel Roth","Geneva, Switzerland","€€€€ · Modern French","€€€€","Modern French",1,"1 Star"
"Truube","Gais, Switzerland","€€€ · Mediterranean Cuisine","€€€","Mediterranean Cuisine",1,"1 Star"
"Neue Blumenau","Lömmenschwil, Switzerland","€€€ · Country cooking","€€€","Country cooking",1,"1 Star"
"Auberge de la Croix Blanche","Villarepos, Switzerland","€€€ · Classic Cuisine","€€€","Classic Cuisine",1,"1 Star"
"Löwen","Menzingen, Switzerland","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"After Seven","Zermatt, Switzerland","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Torkel","Vaduz, Switzerland","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Talvo by Dalsass","Saint Moritz, Switzerland","€€€€ · Mediterranean Cuisine","€€€€","Mediterranean Cuisine",1,"1 Star"
"Le Murenberg","Bubendorf, Switzerland","€€€ · Classic Cuisine","€€€","Classic Cuisine",1,"1 Star"
"Schlüssel","Oberwil, Switzerland","€€€ · Mediterranean Cuisine","€€€","Mediterranean Cuisine",1,"1 Star"
"Locanda Barbarossa","Ascona, Switzerland","€€€€ · Mediterranean Cuisine","€€€€","Mediterranean Cuisine",1,"1 Star"
"Sonne","Wengi bei Büren, Switzerland","€€€€ · French","€€€€","French",1,"1 Star"
"Alpenblick - Stuba","Adelboden, Switzerland","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Locanda Orico","Bellinzona, Switzerland","€€€€ · Mediterranean Cuisine","€€€€","Mediterranean Cuisine",1,"1 Star"
"Du Cerf","Sonceboz, Switzerland","€€€€ · Classic French","€€€€","Classic French",1,"1 Star"
"Regina Montium","Rigi Kaltbad, Switzerland","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Fahr","Künten-Sulz, Switzerland","€€€€ · Regional Cuisine","€€€€","Regional Cuisine",1,"1 Star"
"Neue Taverne","Zurich, Switzerland","€€€ · Vegetarian","€€€","Vegetarian",1,"1 Star"
"Chesa Stüva Colani","Madulain, Switzerland","€€€ · Innovative","€€€","Innovative",1,"1 Star"
"KLE","Zurich, Switzerland","€€€ · Vegan","€€€","Vegan",1,"1 Star"
"GÜTSCH by Markus Neff","Andermatt, Switzerland","€€€ · Classic French","€€€","Classic French",1,"1 Star"
"La Pinte des Mossettes","Cerniat, Switzerland","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"OZ","Fürstenau, Switzerland","€€€€ · Vegetarian","€€€€","Vegetarian",1,"1 Star"
"Sushi Shin","Zurich, Switzerland","€€€€ · Japanese Contemporary","€€€€","Japanese Contemporary",1,"1 Star"
"Bad Balgach by Schützelhofer","Balgach, Switzerland","€€€ · Classic Cuisine","€€€","Classic Cuisine",1,"1 Star"
"Colonnade","Lucerne, Switzerland","€€€€ · Modern French","€€€€","Modern French",1,"1 Star"
"Osteria Enoteca Cuntitt","Castel San Pietro, Switzerland","€€€ · Italian Contemporary","€€€","Italian Contemporary",1,"1 Star"
"Njørden","Aubonne, Switzerland","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"UniQuisine Atelier","Stansstad, Switzerland","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Birdy's by Achtien - The Nest","Brunnen, Switzerland","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Wiesner Mysterion - Zauber","Romoos, Switzerland","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Osteria dell'Enoteca","Losone, Switzerland","€€€ · Mediterranean Cuisine","€€€","Mediterranean Cuisine",1,"1 Star"
"Sternen - Badstube","Wangen bei Dübendorf, Switzerland","€€€ · Classic Cuisine","€€€","Classic Cuisine",1,"1 Star"
"La Miranda Gourmet Stübli","Samnaun, Switzerland","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Brasserie Uno","Zermatt, Switzerland","€€€ · Contemporary","€€€","Contemporary",1,"1 Star"
"Le Pérolles","Fribourg, Switzerland","€€€€ · Classic French","€€€€","Classic French",1,"1 Star"
"Stéphane Décotterd","Montreux, Switzerland","€€€€ · French Contemporary","€€€€","French Contemporary",1,"1 Star"
"Sihlhalde","Gattikon, Switzerland","€€€ · Classic Cuisine","€€€","Classic Cuisine",1,"1 Star"
"Il Lago","Geneva, Switzerland","€€€ · Italian","€€€","Italian",1,"1 Star"
"Ackermannshof","Basel, Switzerland","€€€€ · Mediterranean Cuisine","€€€€","Mediterranean Cuisine",1,"1 Star"
"Damien Germanier","Sion, Switzerland","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"L'OURS","Crans-Montana, Switzerland","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Sommet by Martin Göschel","Gstaad, Switzerland","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Gasthaus Zum Gupf","Rehetobel, Switzerland","€€€ · Traditional Cuisine","€€€","Traditional Cuisine",1,"1 Star"
"Wirtshaus Zur Säge","Flüh, Switzerland","€€€€ · Classic French","€€€€","Classic French",1,"1 Star"
"Maison Manesse","Zurich, Switzerland","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Domaine de Châteauvieux","Satigny, Switzerland","€€€€ · Modern French","€€€€","Modern French",1,"1 Star"
"La Table d'Adrien","Verbier, Switzerland","€€€€ · Contemporary","€€€€","Contemporary",1,"1 Star"
"Segreto","Wittenbach, Switzerland","€€€ · Contemporary","€€€","Contemporary",1,"1 Star"
"La Chaumière by Serge Labrosse","Troinex, Switzerland","€€€ · Modern French","€€€","Modern French",1,"1 Star"
"Le Cigalon","Thônex, Switzerland","€€€ · Seafood","€€€","Seafood",1,"1 Star"
"RICO'S","Küsnacht, Switzerland","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"I Due Sud","Lugano, Switzerland","€€€€ · Mediterranean Cuisine","€€€€","Mediterranean Cuisine",1,"1 Star"
"Château Attisholz","Riedholz, Switzerland","€€€€ · French","€€€€","French",1,"1 Star"
"Panorama - Cayenne","Steffisburg, Switzerland","€€€ · Modern French","€€€","Modern French",1,"1 Star"
"Alpenblick","Wilderswil, Switzerland","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Bel Etage","Basel, Switzerland","€€€ · Classic French","€€€","Classic French",1,"1 Star"
"Schlüssel - Nidbergstube","Mels, Switzerland","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"Wein & Sein","Berne, Switzerland","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Zur Gedult","Burgdorf, Switzerland","€€€€ · International","€€€€","International",1,"1 Star"
"Steinhalle","Berne, Switzerland","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Au 1465","Champex-Lac, Switzerland","€€€ · French Contemporary","€€€","French Contemporary",1,"1 Star"
"Les Montagnards - Le Sommet","Broc, Switzerland","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"The Japanese by The Chedi at Gütsch","Andermatt, Switzerland","€€€€ · Japanese Contemporary","€€€€","Japanese Contemporary",1,"1 Star"
"Restaurant GERBER WYSS","Yverdon-les-Bains, Switzerland","€€€€ · Classic French","€€€€","Classic French",1,"1 Star"
"Des Trois Tours","Fribourg, Switzerland","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"1910 Gourmet by Hausers","Grindelwald, Switzerland","€€€€ · Contemporary","€€€€","Contemporary",1,"1 Star"
"Radius by Stefan Beer","Interlaken, Switzerland","€€€€ · Regional Cuisine","€€€€","Regional Cuisine",1,"1 Star"
"Krone","Saint Moritz, Switzerland","€€€€ · Italian","€€€€","Italian",1,"1 Star"
"Gilles Varone","Chandolin-près-Savièse, Switzerland","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"ZOE","Berne, Switzerland","€€€ · Vegetarian","€€€","Vegetarian",1,"1 Star"
"Alo","Toronto, Canada","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Kaiseki Yu-zen Hashimoto","Toronto, Canada","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Kappo Sato","Toronto, Canada","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Frilu","Toronto, Canada","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Yukashi","Toronto, Canada","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Edulis","Toronto, Canada","$$$$ · Mediterranean Cuisine","$$$$","Mediterranean Cuisine",1,"1 Star"
"Don Alfonso 1890 Toronto","Toronto, Canada","$$$$ · Italian","$$$$","Italian",1,"1 Star"
"Alobar Yorkville","Toronto, Canada","$$$$ · French","$$$$","French",1,"1 Star"
"Quetzal","Toronto, Canada","$$$$ · Mexican","$$$$","Mexican",1,"1 Star"
"Shoushin","Toronto, Canada","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Aburi Hana","Toronto, Canada","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Osteria Giulia","Toronto, Canada","$$$$ · Italian","$$$$","Italian",1,"1 Star"
